ALMCOD,MEDCOD,STKSALDO,STKPRECIO,STKFECHULT,FLG_SOCKET
06162F0101,29849,0,3.19,2024-07-30 11:48:16.999000,1
06162F0101,29856,9,30.0,2024-07-31 18:51:11.999000,1
06162F0101,30034,24,13.75,2024-12-28 13:17:23,1
06162F0101,30456,1,67.0,2024-12-28 13:17:20,1
06162F0101,30498,2,7.41,2024-03-18 19:53:44,1
06162F0101,30588,226,0.354,2024-12-31 22:17:21,1
06162F0101,30666,0,6.24,2024-02-29 10:03:02,1
06162F0101,31021,0,71.19,2024-01-29 10:29:24.999000,1
06162F0101,31025,0,1.4986,2024-11-18 19:55:26,1
06162F0101,31045,5,84.9,2024-07-31 18:51:09,1
06162F0101,31074,13,8.23,2024-12-18 12:57:21,1
06162F0101,31340,0,0.24,2024-12-28 13:17:23,1
06162F0101,31353,8,9.35,2024-07-12 13:34:12,1
06162F0101,31414,3,48.0,2024-11-27 10:39:38,1
06162F0101,31509,0,8.3,2024-09-28 13:20:27,1
06162F0101,31606,2,42.7,2023-12-31 01:44:57,1
06162F0101,31735,0,2.0,2024-04-29 19:15:11.999000,1
06162F0101,31841,8,23.6,2024-12-28 13:17:23.999000,1
06162F0101,31904,0,152.0,2024-07-31 19:13:53,1
06162F0101,31907,5,3.55,2024-10-31 14:34:32.999000,1
06162F0101,32537,0,73.39,2024-01-29 12:08:47.999000,1
06162F0101,32560,1,23.25,2024-04-29 19:15:10.999000,1
06162F0101,32652,0,1.57,2024-11-27 10:39:36,1
06162F0101,32731,0,10.0,2024-12-06 08:21:48.999000,1
06162F0101,33271,100,2.19,2024-12-18 13:01:21.999000,1
06162F0101,33557,150,1.1,2024-12-30 16:16:40.999000,1
06162F0101,33881,0,0.74,2024-11-27 11:38:35,1
06162F0101,34265,0,312.0,2024-02-27 14:08:12.999000,1
06162F0101,34834,150,1.2,2024-12-30 16:16:41.999000,1
06162F0101,35040,2661,0.052,2024-12-27 11:42:14.999000,1
06162F0101,35206,0,48.0,2024-11-27 10:39:38,1
06162F0101,35320,9,33.8,2024-06-28 19:17:35,1
06162F0101,35343,1525,2.748648,2024-12-11 15:17:33,1
06162F0101,36271,211,0.964072,2024-12-30 15:43:03.999000,1
06162F0101,36412,40,5.3,2024-12-28 11:08:21.999000,1
06162F0101,36413,13,3.98,2024-11-30 13:18:00.999000,1
06162F0101,36860,3,9.6,2024-08-29 12:48:25,1
06162F0101,36873,0,55.0,2024-10-25 15:10:30,1
06162F0101,37467,30,6.08,2024-08-09 14:17:50.999000,1
06162F0101,38051,1,40.0,2024-08-29 11:43:16,1
06162F0101,38553,5,33.0,2024-03-22 17:23:21,1
06162F0101,38558,2,75.0,2024-06-28 18:31:53,1
06162F0101,38680,0,2.85,2024-09-20 11:08:18,1
06162F0101,38955,705,2.550584,2024-12-11 15:12:51,1
06162F0101,39096,173,0.72,2024-12-30 12:29:33.999000,1
06162F0101,39992,42,1.28,2024-12-28 15:33:59,1
06162F0101,40785,1,35.0,2024-06-28 13:37:17,1
06162F0101,41364,0,0.1,2024-04-30 11:37:22.999000,1
06162F0101,41485,1000,0.168,2024-12-18 13:00:22.999000,1
06162F0101,41488,0,0.1035,2024-09-21 14:37:09.999000,1
06162F0101,41694,900,0.58,2024-10-30 11:12:46,1
06162F0101,41842,60,0.503959,2024-12-28 17:52:20,1
06162F0101,42003,0,45.0,2024-08-09 14:17:50.999000,1
06162F0101,42251,0,29.2,2024-11-27 11:38:35,1
06162F0101,42982,4,78.0,2024-07-31 19:00:26,1
06162F0101,43815,0,14.0,2024-07-31 09:46:30.999000,1
06162F0101,43866,0,42.893,2024-12-27 08:34:02.999000,1
06162F0101,44800,0,34.93,2024-05-30 09:00:37,1
06162F0101,45068,7,210.136968,2024-08-29 12:50:41,1
06162F0101,47028,200,2.069,2024-12-18 13:00:22.999000,1
06162F0101,47270,265,7.7998,2024-12-18 13:00:22.999000,1
06162F0101,47714,600,0.384,2024-04-29 19:15:11.999000,1
06162F0101,51420,150,0.557,2024-11-27 10:39:37,1
06162F0101,17563,126,0.1348,2024-12-30 15:43:02.999000,1
06162F0101,37091,141,0.963879,2024-12-30 15:43:03.999000,1
06162F0101,50814,136,42.933638,2024-12-30 15:43:01.999000,1
06162F0101,51089,136,1e-05,2024-12-30 15:43:02.999000,1
06162F0101,08172,3,84.96,2024-11-02 08:44:11.999000,1
06162F0101,45221,50,2.65,2024-12-28 15:33:58,1
06162F0101,22933,4,21.0,2024-06-28 18:36:15.999000,1
06162F0101,21923,8,6.9,2024-09-30 09:12:39.999000,1
06162F0101,22712,0,9.35,2024-10-18 15:09:07,1
06162F0101,31594,64,19.5,2024-12-27 08:32:33,1
06162F0101,32181,12,9.5,2024-11-20 14:39:29.999000,1
06162F0101,00091,345,0.068,2024-10-16 18:42:08,1
06162F0101,00794,26,2.235,2024-12-18 12:57:20,1
06162F0101,03515,1628,0.25,2024-12-30 18:20:13,1
06162F0101,19677,55,4.65,2024-09-26 16:15:56.999000,1
06162F0102,45095,15,38.94,2024-12-28 15:37:42,1
06162F0101,53000,0,412.50912,2024-03-31 12:41:11.999000,1
06162F0101,03191,680,0.42,2024-09-29 15:20:31,1
06162F0101,25008,1000,0.15989,2024-11-30 13:21:40,1
06162F0102,18931,0,0.455,2024-07-30 13:56:06.999000,1
06162F0101,22233,200,0.755,2024-02-21 13:54:22.999000,1
06162F0101,06519,29,8.37,2024-06-27 19:45:19.999000,1
06162F0101,01467,10,0.69,2024-02-29 19:34:42.999000,1
06162F0101,05856,9,0.71304,2024-08-27 16:30:59,1
06162F0101,11854,3,1.79,2024-02-21 14:00:24.999000,1
06162F0101,04394,0,3.004,2024-03-30 09:24:29.999000,1
06162F0101,00627,282,1.38,2024-12-28 01:14:30,1
06162F0101,31100,40,1.327,2024-12-28 15:33:59,1
06162F0101,45258,200,2.76,2024-12-18 12:56:22,1
06162F0101,23112,16000,0.28,2024-12-18 13:00:22.999000,1
06162F0101,32750,2,4.42,2024-06-27 19:45:19.999000,1
06162F0101,12520,350,0.58,2024-11-27 10:39:38,1
06162F0101,34451,4,24.8,2024-07-31 11:12:14,1
06162F0101,29264,0,17.5,2024-11-20 14:39:28.999000,1
06162F0101,03751,104,0.62,2024-12-13 18:03:48,1
06162F0101,26750,0,6.3,2024-12-11 15:27:07.999000,1
06162F0101,03789,17,6.18,2024-11-28 19:48:32,1
06162F0101,11156,278,1.51,2024-12-27 09:18:29,1
06162F0101,43358,0,400.0,2024-10-25 15:10:30,1
06162F0101,02055,88,0.473,2024-08-31 19:24:02,1
06162F0101,06517,3,21.0,2024-09-27 13:29:53.999000,1
06162F0101,12798,28,6.5,2024-12-11 14:02:11.999000,1
06162F0101,48446,1,140.0,2024-05-28 10:45:12.999000,1
06162F0101,12221,107,3.0,2024-12-31 23:30:26,1
06162F0101,18153,319,1.632,2024-12-31 22:46:14.999000,1
06162F0101,18291,666,1.32,2024-12-31 07:09:03,1
06162F0101,00933,10,4.3,2024-05-31 16:08:44.999000,1
06162F0101,05598,34,11.2,2024-09-01 16:34:21.999000,1
06162F0101,02954,49,1.9,2024-11-12 16:19:43,1
06162F0101,16468,10,4.5,2024-06-28 13:36:05.999000,1
06162F0101,16472,5,3.59,2024-06-28 13:36:05.999000,1
06162F0101,31743,0,45.5,2024-09-30 09:12:37.999000,1
06162F0101,23388,180,0.81,2024-08-29 11:59:01.999000,1
06162F0101,33937,2,35.0,2024-06-28 13:47:25.999000,1
06162F0101,19491,187,3.7,2024-12-11 15:20:18.999000,1
06162F0101,44390,971,0.9,2024-12-30 08:18:54,1
06162F0101,21583,10,25.0,2024-12-18 12:57:20,1
06162F0101,37403,128,14.0,2024-12-28 13:17:21,1
06162F0101,36872,0,55.0,2024-10-25 15:10:30,1
06162F0101,29945,3,1.3,2024-11-02 09:53:16,1
06162F0101,32760,1,97.8,2024-08-29 12:50:41,1
06162F0101,10278,4,110.0,2024-09-13 14:50:19,1
06162F0101,35515,200,0.6,2024-11-30 13:21:40,1
06162F0101,39083,140,0.32,2024-09-19 09:54:23.999000,1
06162F0101,22187,10,13.5,2024-09-19 09:55:29,1
06162F0101,00111,2,27.895,2024-12-02 17:24:55.999000,1
06162F0101,03920,100,0.95,2024-11-18 16:04:44,1
06162F0101,16767,2,3.3,2024-11-30 13:15:52,1
06162F0101,00200,600,0.023,2024-12-18 12:57:20,1
06162F0101,01243,700,0.078071,2024-12-18 12:52:22,
